release_date,region,issue,epiweek,lag,num_ili,num_patients,num_providers,num_age_0,num_age_1,num_age_2,num_age_3,num_age_4,num_age_5,wili,ili,region_name
2024-10-04,CT,202439,202316,75,597,43960,70,,,,,,,1.35805,1.35805,
2024-10-04,DE,202439,202316,75,96,13657,26,,,,,,,0.702936,0.702936,
2024-10-04,FL,202439,202316,75,7234,257497,358,,,,,,,2.80935,2.80935,
2024-10-04,GA,202439,202316,75,1600,80017,102,,,,,,,1.99958,1.99958,
2024-10-04,HI,202439,202316,75,875,34510,38,,,,,,,2.5355,2.5355,
2024-10-04,IA,202439,202316,75,48,4715,14,,,,,,,1.01803,1.01803,
2024-10-04,ID,202439,202316,75,84,8398,30,,,,,,,1.00024,1.00024,
2024-10-04,IL,202439,202316,75,1047,72389,177,,,,,,,1.44635,1.44635,
2024-10-04,IN,202439,202316,75,737,56187,102,,,,,,,1.31169,1.31169,
2024-10-04,KS,202439,202316,75,148,17099,32,,,,,,,0.865548,0.865548,
2024-10-04,KY,202439,202316,75,464,35347,76,,,,,,,1.3127,1.3127,
2024-10-04,LA,202439,202316,75,521,42023,87,,,,,,,1.2398,1.2398,
2024-10-04,MA,202439,202316,75,973,73945,95,,,,,,,1.31584,1.31584,
2024-10-04,MD,202439,202316,75,715,45651,65,,,,,,,1.56623,1.56623,
2024-10-04,ME,202439,202316,75,134,13677,47,,,,,,,0.979747,0.979747,
2024-10-04,MI,202439,202316,75,783,84554,151,,,,,,,0.926035,0.926035,
2024-10-04,MN,202439,202316,75,389,34276,67,,,,,,,1.1349,1.1349,
2024-10-04,MO,202439,202316,75,311,27375,41,,,,,,,1.13607,1.13607,
2024-10-04,MS,202439,202316,75,289,12911,31,,,,,,,2.2384,2.2384,
2024-10-04,MT,202439,202316,75,81,6016,27,,,,,,,1.34641,1.34641,
2024-10-04,NC,202439,202316,75,1133,91438,137,,,,,,,1.23909,1.23909,
2024-10-04,ND,202439,202316,75,73,3503,9,,,,,,,2.08393,2.08393,
2024-10-04,NE,202439,202316,75,300,14945,82,,,,,,,2.00736,2.00736,
2024-10-04,NH,202439,202316,75,5,1545,10,,,,,,,0.323625,0.323625,
2024-10-04,NJ,202439,202316,75,826,29932,32,,,,,,,2.75959,2.75959,
2024-10-04,NM,202439,202316,75,617,22717,38,,,,,,,2.71603,2.71603,
2024-10-04,NV,202439,202316,75,195,19640,32,,,,,,,0.992872,0.992872,
2024-10-04,NY_MINUS_JFK,202439,202316,75,892,58401,120,,,,,,,1.52737,1.52737,
2024-10-04,OH,202439,202316,75,679,40354,82,,,,,,,1.68261,1.68261,
2024-10-04,OK,202439,202316,75,281,17191,34,,,,,,,1.63458,1.63458,
2024-10-04,OR,202439,202316,75,521,39944,88,,,,,,,1.30433,1.30433,
2024-10-04,PA,202439,202316,75,655,68123,99,,,,,,,0.961496,0.961496,
2024-10-04,RI,202439,202316,75,82,13503,23,,,,,,,0.607272,0.607272,
2024-10-04,SC,202439,202316,75,638,35640,38,,,,,,,1.79012,1.79012,
2024-10-04,SD,202439,202316,75,60,9318,32,,,,,,,0.643915,0.643915,
2024-10-04,TN,202439,202316,75,629,35562,100,,,,,,,1.76874,1.76874,
2024-10-04,TX,202439,202316,75,1671,62146,58,,,,,,,2.68883,2.68883,
2024-10-04,UT,202439,202316,75,380,18823,48,,,,,,,2.01881,2.01881,
2024-10-04,VA,202439,202316,75,2312,109860,173,,,,,,,2.1045,2.1045,
2024-10-04,VT,202439,202316,75,24,5797,13,,,,,,,0.414007,0.414007,
2024-10-04,WA,202439,202316,75,594,46083,71,,,,,,,1.28898,1.28898,
2024-10-04,WI,202439,202316,75,229,21470,34,,,,,,,1.0666,1.0666,
2024-10-04,WV,202439,202316,75,128,10712,43,,,,,,,1.19492,1.19492,
2024-10-04,WY,202439,202316,75,21,2300,12,,,,,,,0.913043,0.913043,
2024-10-04,AK,202439,202317,74,56,3388,12,,,,,,,1.65289,1.65289,
2024-10-04,AL,202439,202317,74,795,47776,104,,,,,,,1.66402,1.66402,
2024-10-04,AR,202439,202317,74,195,14648,45,,,,,,,1.33124,1.33124,
2024-10-04,AZ,202439,202317,74,306,22819,43,,,,,,,1.34099,1.34099,
2024-10-04,CA,202439,202317,74,7566,283898,208,,,,,,,2.66504,2.66504,
2024-10-04,CEN1,202439,202317,74,1770,152231,257,345.0,675.0,,410.0,169.0,171.0,1.07253,1.16271,NEW_ENGLAND
2024-10-04,CEN2,202439,202317,74,6481,269126,369,1386.0,2334.0,,1838.0,541.0,382.0,2.06936,2.40817,MID_ATLANTIC
2024-10-04,CEN3,202439,202317,74,3361,271557,545,977.0,1169.0,,697.0,268.0,250.0,1.30887,1.23768,EAST_NORTH_CENTRAL
2024-10-04,CEN4,202439,202317,74,1489,110310,277,436.0,612.0,,270.0,88.0,83.0,1.27657,1.34983,WEST_NORTH_CENTRAL
2024-10-04,CEN5,202439,202317,74,14318,639936,948,3530.0,5653.0,,3109.0,1075.0,951.0,2.13377,2.23741,SOUTH_ATLANTIC
2024-10-04,CEN6,202439,202317,74,2306,131439,307,680.0,883.0,,456.0,158.0,129.0,1.80487,1.75443,EAST_SOUTH_CENTRAL
2024-10-04,CEN7,202439,202317,74,2614,135438,226,733.0,1003.0,,536.0,193.0,149.0,2.25051,1.93003,WEST_SOUTH_CENTRAL
2024-10-04,CEN8,202439,202317,74,2954,150187,324,724.0,1130.0,,589.0,246.0,265.0,1.73673,1.96688,MOUNTAIN
2024-10-04,CEN9,202439,202317,74,9509,410353,424,1230.0,2344.0,,3271.0,1395.0,1269.0,2.3134,2.31727,PACIFIC
2024-10-04,CO,202439,202317,74,1240,49654,98,,,,,,,2.49728,2.49728,
2024-10-04,CT,202439,202317,74,562,41879,70,,,,,,,1.34196,1.34196,
2024-10-04,DE,202439,202317,74,89,13138,26,,,,,,,0.677424,0.677424,
2024-10-04,FL,202439,202317,74,7420,254196,359,,,,,,,2.91901,2.91901,
2024-10-04,GA,202439,202317,74,1610,79077,102,,,,,,,2.03599,2.03599,
2024-10-04,HI,202439,202317,74,812,34577,38,,,,,,,2.34838,2.34838,
2024-10-04,IA,202439,202317,74,36,4809,14,,,,,,,0.748596,0.748596,
2024-10-04,ID,202439,202317,74,96,8699,29,,,,,,,1.10358,1.10358,
2024-10-04,IL,202439,202317,74,937,69330,175,,,,,,,1.35151,1.35151,
2024-10-04,IN,202439,202317,74,736,55138,102,,,,,,,1.33483,1.33483,
2024-10-04,KS,202439,202317,74,157,16028,32,,,,,,,0.979536,0.979536,
2024-10-04,KY,202439,202317,74,543,35142,74,,,,,,,1.54516,1.54516,
2024-10-04,LA,202439,202317,74,573,42132,87,,,,,,,1.36001,1.36001,
2024-10-04,MA,202439,202317,74,960,77503,94,,,,,,,1.23866,1.23866,
2024-10-04,MD,202439,202317,74,688,44983,65,,,,,,,1.52947,1.52947,
2024-10-04,ME,202439,202317,74,101,13681,47,,,,,,,0.73825,0.73825,
2024-10-04,MI,202439,202317,74,773,85560,154,,,,,,,0.90346,0.90346,
2024-10-04,MN,202439,202317,74,448,35014,67,,,,,,,1.27949,1.27949,
2024-10-04,MO,202439,202317,74,371,27284,41,,,,,,,1.35977,1.35977,
2024-10-04,MS,202439,202317,74,253,12720,30,,,,,,,1.98899,1.98899,
2024-10-04,MT,202439,202317,74,78,7639,28,,,,,,,1.02108,1.02108,
2024-10-04,NC,202439,202317,74,1045,87439,140,,,,,,,1.19512,1.19512,
2024-10-04,ND,202439,202317,74,66,3267,9,,,,,,,2.0202,2.0202,
2024-10-04,NE,202439,202317,74,338,15276,83,,,,,,,2.21262,2.21262,
2024-10-04,NH,202439,202317,74,3,1271,10,,,,,,,0.236035,0.236035,
2024-10-04,NJ,202439,202317,74,764,28635,32,,,,,,,2.66806,2.66806,
2024-10-04,NM,202439,202317,74,688,22645,37,,,,,,,3.0382,3.0382,
2024-10-04,NV,202439,202317,74,137,18203,30,,,,,,,0.752623,0.752623,
2024-10-04,NY_MINUS_JFK,202439,202317,74,907,57230,122,,,,,,,1.58483,1.58483,
2024-10-04,OH,202439,202317,74,708,40123,80,,,,,,,1.76457,1.76457,
2024-10-04,OK,202439,202317,74,253,17112,35,,,,,,,1.47849,1.47849,
2024-10-04,OR,202439,202317,74,505,41388,88,,,,,,,1.22016,1.22016,
2024-10-04,PA,202439,202317,74,614,65997,99,,,,,,,0.930345,0.930345,
2024-10-04,RI,202439,202317,74,114,12539,23,,,,,,,0.909163,0.909163,
2024-10-04,SC,202439,202317,74,645,34566,37,,,,,,,1.866,1.866,
2024-10-04,SD,202439,202317,74,73,8632,31,,,,,,,0.84569,0.84569,
2024-10-04,TN,202439,202317,74,715,35801,99,,,,,,,1.99715,1.99715,
2024-10-04,TX,202439,202317,74,1593,61546,59,,,,,,,2.58831,2.58831,
2024-10-04,UT,202439,202317,74,391,18299,47,,,,,,,2.13673,2.13673,
2024-10-04,VA,202439,202317,74,2445,108783,173,,,,,,,2.24759,2.24759,
2024-10-04,VT,202439,202317,74,30,5358,13,,,,,,,0.55991,0.55991,
2024-10-04,WA,202439,202317,74,548,45809,72,,,,,,,1.19627,1.19627,
2024-10-04,WI,202439,202317,74,207,21406,34,,,,,,,0.967019,0.967019,
2024-10-04,WV,202439,202317,74,141,11330,42,,,,,,,1.24448,1.24448,
2024-10-04,WY,202439,202317,74,18,2229,12,,,,,,,0.807537,0.807537,
2024-10-04,AK,202439,202318,73,52,3893,12,,,,,,,1.33573,1.33573,
2024-10-04,AL,202439,202318,73,789,44445,104,,,,,,,1.77523,1.77523,
2024-10-04,AR,202439,202318,73,192,14602,44,,,,,,,1.31489,1.31489,
2024-10-04,AZ,202439,202318,73,330,21991,42,,,,,,,1.50061,1.50061,
2024-10-04,CA,202439,202318,73,7901,281054,205,,,,,,,2.8112,2.8112,
2024-10-04,CEN1,202439,202318,73,1795,153320,257,358.0,708.0,,394.0,165.0,170.0,1.1037,1.17075,NEW_ENGLAND
2024-10-04,CEN2,202439,202318,73,6352,259521,343,1282.0,2321.0,,1852.0,534.0,363.0,1.89081,2.44759,MID_ATLANTIC
2024-10-04,CEN3,202439,202318,73,3486,276793,551,923.0,1274.0,,725.0,243.0,321.0,1.31397,1.25942,EAST_NORTH_CENTRAL
2024-10-04,CEN4,202439,202318,73,1393,111584,276,425.0,550.0,,239.0,96.0,83.0,1.18644,1.24839,WEST_NORTH_CENTRAL
2024-10-04,CEN5,202439,202318,73,14889,640922,945,3549.0,5953.0,,3071.0,1240.0,1076.0,2.25714,2.32306,SOUTH_ATLANTIC
2024-10-04,CEN6,202439,202318,73,2313,127582,308,662.0,860.0,,519.0,156.0,116.0,1.85269,1.81295,EAST_SOUTH_CENTRAL
2024-10-04,CEN7,202439,202318,73,2709,131001,224,715.0,1125.0,,528.0,179.0,162.0,2.48216,2.06792,WEST_SOUTH_CENTRAL
2024-10-04,CEN8,202439,202318,73,2862,150982,325,726.0,1076.0,,536.0,234.0,290.0,1.68913,1.89559,MOUNTAIN
2024-10-04,CEN9,202439,202318,73,9783,407734,423,1373.0,2248.0,,3360.0,1436.0,1366.0,2.39639,2.39936,PACIFIC
2024-10-04,CO,202439,202318,73,1244,51559,98,,,,,,,2.41277,2.41277,
2024-10-04,CT,202439,202318,73,599,42450,70,,,,,,,1.41107,1.41107,
2024-10-04,DE,202439,202318,73,102,13372,24,,,,,,,0.762788,0.762788,
2024-10-04,FL,202439,202318,73,7434,251679,359,,,,,,,2.95376,2.95376,
2024-10-04,GA,202439,202318,73,1649,79698,101,,,,,,,2.06906,2.06906,
2024-10-04,HI,202439,202318,73,837,34168,40,,,,,,,2.44966,2.44966,
2024-10-04,IA,202439,202318,73,35,4575,14,,,,,,,0.765027,0.765027,
2024-10-04,ID,202439,202318,73,74,8612,30,,,,,,,0.859266,0.859266,
2024-10-04,IL,202439,202318,73,944,74394,179,,,,,,,1.26892,1.26892,
2024-10-04,IN,202439,202318,73,680,54735,101,,,,,,,1.24235,1.24235,
2024-10-04,KS,202439,202318,73,175,17063,31,,,,,,,1.02561,1.02561,
2024-10-04,KY,202439,202318,73,519,34287,74,,,,,,,1.51369,1.51369,
2024-10-04,LA,202439,202318,73,615,42704,87,,,,,,,1.44015,1.44015,
2024-10-04,MA,202439,202318,73,954,78101,94,,,,,,,1.2215,1.2215,
2024-10-04,MD,202439,202318,73,738,45164,66,,,,,,,1.63404,1.63404,
2024-10-04,ME,202439,202318,73,100,13783,47,,,,,,,0.725531,0.725531,
2024-10-04,MI,202439,202318,73,950,86014,153,,,,,,,1.10447,1.10447,
2024-10-04,MN,202439,202318,73,423,34952,67,,,,,,,1.21023,1.21023,
2024-10-04,MO,202439,202318,73,337,27582,41,,,,,,,1.22181,1.22181,
2024-10-04,MS,202439,202318,73,232,12428,30,,,,,,,1.86675,1.86675,
2024-10-04,MT,202439,202318,73,82,7753,28,,,,,,,1.05766,1.05766,
2024-10-04,NC,202439,202318,73,1070,90057,137,,,,,,,1.18814,1.18814,
2024-10-04,ND,202439,202318,73,53,3438,9,,,,,,,1.54159,1.54159,
2024-10-04,NE,202439,202318,73,303,15293,83,,,,,,,1.9813,1.9813,
2024-10-04,NH,202439,202318,73,6,1086,9,,,,,,,0.552486,0.552486,
2024-10-04,NJ,202439,202318,73,761,28523,32,,,,,,,2.66802,2.66802,
2024-10-04,NM,202439,202318,73,645,22890,37,,,,,,,2.81782,2.81782,
2024-10-04,NV,202439,202318,73,104,17455,30,,,,,,,0.595818,0.595818,
2024-10-04,NY_MINUS_JFK,202439,202318,73,579,51655,97,,,,,,,1.1209,1.1209,
2024-10-04,OH,202439,202318,73,698,39977,84,,,,,,,1.746,1.746,
2024-10-04,OK,202439,202318,73,228,16159,34,,,,,,,1.41098,1.41098,
2024-10-04,OR,202439,202318,73,447,41437,88,,,,,,,1.07875,1.07875,
2024-10-04,PA,202439,202318,73,623,66060,98,,,,,,,0.943082,0.943082,
2024-10-04,RI,202439,202318,73,111,12263,24,,,,,,,0.905162,0.905162,
2024-10-04,SC,202439,202318,73,629,34316,37,,,,,,,1.83296,1.83296,
2024-10-04,SD,202439,202318,73,67,8681,31,,,,,,,0.7718,0.7718,
2024-10-04,TN,202439,202318,73,773,36422,100,,,,,,,2.12234,2.12234,
2024-10-04,TX,202439,202318,73,1674,57536,59,,,,,,,2.90948,2.90948,
2024-10-04,UT,202439,202318,73,358,18485,48,,,,,,,1.93671,1.93671,
2024-10-04,VA,202439,202318,73,2543,109815,173,,,,,,,2.31571,2.31571,
2024-10-04,VT,202439,202318,73,25,5637,13,,,,,,,0.443498,0.443498,
2024-10-04,WA,202439,202318,73,510,45862,72,,,,,,,1.11203,1.11203,
2024-10-04,WI,202439,202318,73,214,21673,34,,,,,,,0.987404,0.987404,
2024-10-04,WV,202439,202318,73,499,10938,44,,,,,,,4.56208,4.56208,
2024-10-04,WY,202439,202318,73,25,2237,12,,,,,,,1.11757,1.11757,
2024-10-04,AK,202439,202319,72,50,3916,12,,,,,,,1.27681,1.27681,
2024-10-04,AL,202439,202319,72,744,45848,104,,,,,,,1.62275,1.62275,
2024-10-04,AR,202439,202319,72,138,15261,44,,,,,,,0.904266,0.904266,
2024-10-04,AZ,202439,202319,72,279,22289,44,,,,,,,1.25174,1.25174,
2024-10-04,CA,202439,202319,72,8167,284521,202,,,,,,,2.87044,2.87044,
2024-10-04,CEN1,202439,202319,72,1933,160263,255,385.0,772.0,,449.0,162.0,165.0,1.12658,1.20614,NEW_ENGLAND
2024-10-04,CEN2,202439,202319,72,7155,277665,365,1612.0,2811.0,,1815.0,529.0,388.0,2.09694,2.57685,MID_ATLANTIC
2024-10-04,CEN3,202439,202319,72,3333,279484,543,881.0,1293.0,,691.0,235.0,233.0,1.28098,1.19255,EAST_NORTH_CENTRAL
2024-10-04,CEN4,202439,202319,72,1251,111042,276,381.0,500.0,,190.0,90.0,90.0,1.05717,1.1266,WEST_NORTH_CENTRAL
2024-10-04,CEN5,202439,202319,72,15025,646497,942,3578.0,6117.0,,3070.0,1203.0,1057.0,2.2757,2.32406,SOUTH_ATLANTIC
2024-10-04,CEN6,202439,202319,72,2056,126100,306,607.0,763.0,,453.0,128.0,105.0,1.65817,1.63045,EAST_SOUTH_CENTRAL
2024-10-04,CEN7,202439,202319,72,2412,135030,223,678.0,979.0,,452.0,172.0,131.0,2.17523,1.78627,WEST_SOUTH_CENTRAL
2024-10-04,CEN8,202439,202319,72,2639,149757,325,667.0,1046.0,,490.0,197.0,239.0,1.55432,1.76219,MOUNTAIN
2024-10-04,CEN9,202439,202319,72,9965,410085,419,1398.0,2444.0,,3457.0,1356.0,1310.0,2.43386,2.42998,PACIFIC
2024-10-04,CO,202439,202319,72,1167,50550,98,,,,,,,2.30861,2.30861,
2024-10-04,CT,202439,202319,72,579,44081,70,,,,,,,1.31349,1.31349,
2024-10-04,DE,202439,202319,72,103,13484,24,,,,,,,0.763868,0.763868,
2024-10-04,FL,202439,202319,72,7242,251476,356,,,,,,,2.8798,2.8798,
2024-10-04,GA,202439,202319,72,1895,80830,102,,,,,,,2.34443,2.34443,
2024-10-04,HI,202439,202319,72,766,33971,39,,,,,,,2.25486,2.25486,
2024-10-04,IA,202439,202319,72,27,4651,14,,,,,,,0.58052,0.58052,
2024-10-04,ID,202439,202319,72,61,8604,30,,,,,,,0.708973,0.708973,
2024-10-04,IL,202439,202319,72,827,73277,178,,,,,,,1.12859,1.12859,
2024-10-04,IN,202439,202319,72,679,55616,101,,,,,,,1.22087,1.22087,
2024-10-04,KS,202439,202319,72,132,16281,31,,,,,,,0.810761,0.810761,
2024-10-04,KY,202439,202319,72,427,32303,74,,,,,,,1.32186,1.32186,
2024-10-04,LA,202439,202319,72,542,43384,87,,,,,,,1.24931,1.24931,
2024-10-04,MA,202439,202319,72,1110,82238,95,,,,,,,1.34974,1.34974,
2024-10-04,MD,202439,202319,72,778,46213,66,,,,,,,1.68351,1.68351,
2024-10-04,ME,202439,202319,72,111,13850,47,,,,,,,0.801444,0.801444,
2024-10-04,MI,202439,202319,72,871,89669,153,,,,,,,0.97135,0.97135,
2024-10-04,MN,202439,202319,72,386,34731,67,,,,,,,1.1114,1.1114,
2024-10-04,MO,202439,202319,72,311,27843,41,,,,,,,1.11698,1.11698,
2024-10-04,MS,202439,202319,72,189,11776,28,,,,,,,1.60496,1.60496,
2024-10-04,MT,202439,202319,72,75,7471,28,,,,,,,1.00388,1.00388,
2024-10-04,NC,202439,202319,72,1061,90542,135,,,,,,,1.17183,1.17183,
2024-10-04,ND,202439,202319,72,57,3380,9,,,,,,,1.68639,1.68639,
2024-10-04,NE,202439,202319,72,270,15662,83,,,,,,,1.72392,1.72392,
2024-10-04,NH,202439,202319,72,5,1172,9,,,,,,,0.426621,0.426621,
2024-10-04,NJ,202439,202319,72,767,28297,32,,,,,,,2.71053,2.71053,
2024-10-04,NM,202439,202319,72,563,22143,37,,,,,,,2.54256,2.54256,
2024-10-04,NV,202439,202319,72,127,17850,29,,,,,,,0.711485,0.711485,
2024-10-04,NY_MINUS_JFK,202439,202319,72,967,69118,121,,,,,,,1.39906,1.39906,
2024-10-04,OH,202439,202319,72,721,38997,77,,,,,,,1.84886,1.84886,
2024-10-04,OK,202439,202319,72,221,17721,35,,,,,,,1.24711,1.24711,
2024-10-04,OR,202439,202319,72,464,40803,88,,,,,,,1.13717,1.13717,
2024-10-04,PA,202439,202319,72,637,65276,98,,,,,,,0.975856,0.975856,
2024-10-04,RI,202439,202319,72,99,13236,22,,,,,,,0.74796,0.74796,
2024-10-04,SC,202439,202319,72,616,35028,38,,,,,,,1.75859,1.75859,
2024-10-04,SD,202439,202319,72,68,8494,31,,,,,,,0.800565,0.800565,
2024-10-04,TN,202439,202319,72,696,36173,100,,,,,,,1.92409,1.92409,
2024-10-04,TX,202439,202319,72,1511,58664,57,,,,,,,2.57569,2.57569,
2024-10-04,UT,202439,202319,72,352,18721,48,,,,,,,1.88024,1.88024,
2024-10-04,VA,202439,202319,72,2583,111978,174,,,,,,,2.3067,2.3067,
2024-10-04,VT,202439,202319,72,29,5686,12,,,,,,,0.510025,0.510025,
2024-10-04,WA,202439,202319,72,495,45548,72,,,,,,,1.08677,1.08677,
2024-10-04,WI,202439,202319,72,235,21925,34,,,,,,,1.07184,1.07184,
2024-10-04,WV,202439,202319,72,479,10536,43,,,,,,,4.54632,4.54632,
2024-10-04,WY,202439,202319,72,15,2129,11,,,,,,,0.704556,0.704556,
2024-10-04,AK,202439,202320,71,61,3952,12,,,,,,,1.54352,1.54352,
2024-10-04,AL,202439,202320,71,736,47486,104,,,,,,,1.54993,1.54993,
2024-10-04,AR,202439,202320,71,130,14694,44,,,,,,,0.884715,0.884715,
2024-10-04,AZ,202439,202320,71,269,21688,44,,,,,,,1.24032,1.24032,
2024-10-04,CA,202439,202320,71,8073,286036,203,,,,,,,2.82237,2.82237,
2024-10-04,CEN1,202439,202320,71,1847,160537,254,356.0,764.0,,443.0,135.0,149.0,1.09434,1.15051,NEW_ENGLAND
2024-10-04,CEN2,202439,202320,71,7100,266378,359,1651.0,2613.0,,1914.0,540.0,382.0,2.24935,2.66539,MID_ATLANTIC
2024-10-04,CEN3,202439,202320,71,2477,214091,541,707.0,904.0,,469.0,200.0,197.0,1.21102,1.15698,EAST_NORTH_CENTRAL
2024-10-04,CEN4,202439,202320,71,1144,107793,276,319.0,492.0,,178.0,65.0,90.0,1.00321,1.06129,WEST_NORTH_CENTRAL
2024-10-04,CEN5,202439,202320,71,14366,642226,944,3444.0,5875.0,,3051.0,1079.0,917.0,2.15751,2.23691,SOUTH_ATLANTIC
2024-10-04,CEN6,202439,202320,71,1895,126168,311,573.0,708.0,,389.0,122.0,103.0,1.53191,1.50197,EAST_SOUTH_CENTRAL
2024-10-04,CEN7,202439,202320,71,2057,122921,223,564.0,806.0,,416.0,153.0,118.0,2.20405,1.67343,WEST_SOUTH_CENTRAL
2024-10-04,CEN8,202439,202320,71,2542,147249,326,654.0,954.0,,501.0,193.0,240.0,1.5265,1.72633,MOUNTAIN
2024-10-04,CEN9,202439,202320,71,9859,414239,419,1472.0,2401.0,,3336.0,1388.0,1262.0,2.38909,2.38003,PACIFIC
2024-10-04,CO,202439,202320,71,1107,49755,98,,,,,,,2.2249,2.2249,
2024-10-04,CT,202439,202320,71,564,43254,70,,,,,,,1.30393,1.30393,
2024-10-04,DE,202439,202320,71,102,13287,23,,,,,,,0.767668,0.767668,
2024-10-04,FL,202439,202320,71,7204,250778,358,,,,,,,2.87266,2.87266,
2024-10-04,GA,202439,202320,71,1812,79479,102,,,,,,,2.27985,2.27985,
2024-10-04,HI,202439,202320,71,776,33893,39,,,,,,,2.28956,2.28956,
2024-10-04,IA,202439,202320,71,28,3647,14,,,,,,,0.767754,0.767754,
2024-10-04,ID,202439,202320,71,71,8930,30,,,,,,,0.795073,0.795073,
2024-10-04,IL,202439,202320,71,174,17127,179,,,,,,,1.01594,1.01594,
2024-10-04,IN,202439,202320,71,607,52458,102,,,,,,,1.15712,1.15712,
2024-10-04,KS,202439,202320,71,101,16456,33,,,,,,,0.613758,0.613758,
2024-10-04,KY,202439,202320,71,318,30519,76,,,,,,,1.04197,1.04197,
2024-10-04,LA,202439,202320,71,553,43192,87,,,,,,,1.28033,1.28033,
2024-10-04,MA,202439,202320,71,1081,83950,95,,,,,,,1.28767,1.28767,
2024-10-04,MD,202439,202320,71,831,45977,66,,,,,,,1.80743,1.80743,
2024-10-04,ME,202439,202320,71,74,14285,47,,,,,,,0.518026,0.518026,
2024-10-04,MI,202439,202320,71,830,86163,150,,,,,,,0.963291,0.963291,
2024-10-04,MN,202439,202320,71,403,34110,67,,,,,,,1.18147,1.18147,
2024-10-04,MO,202439,202320,71,225,26984,41,,,,,,,0.833827,0.833827,
2024-10-04,MS,202439,202320,71,216,12459,30,,,,,,,1.73369,1.73369,
2024-10-04,MT,202439,202320,71,59,7538,28,,,,,,,0.782701,0.782701,
2024-10-04,NC,202439,202320,71,1006,89387,135,,,,,,,1.12544,1.12544,
2024-10-04,ND,202439,202320,71,58,3336,9,,,,,,,1.73861,1.73861,
2024-10-04,NE,202439,202320,71,282,14904,82,,,,,,,1.89211,1.89211,
2024-10-04,NH,202439,202320,71,7,994,8,,,,,,,0.704225,0.704225,
2024-10-04,NJ,202439,202320,71,816,27022,29,,,,,,,3.01976,3.01976,
2024-10-04,NM,202439,202320,71,548,21018,38,,,,,,,2.60729,2.60729,
2024-10-04,NV,202439,202320,71,142,17351,29,,,,,,,0.818397,0.818397,
2024-10-04,NY_MINUS_JFK,202439,202320,71,1018,59264,120,,,,,,,1.71774,1.71774,
2024-10-04,OH,202439,202320,71,696,37315,76,,,,,,,1.8652,1.8652,
2024-10-04,OK,202439,202320,71,209,21026,35,,,,,,,0.994007,0.994007,
2024-10-04,OR,202439,202320,71,432,42520,88,,,,,,,1.01599,1.01599,
2024-10-04,PA,202439,202320,71,580,65830,96,,,,,,,0.881057,0.881057,
2024-10-04,RI,202439,202320,71,95,12430,22,,,,,,,0.76428,0.76428,
2024-10-04,SC,202439,202320,71,606,34583,39,,,,,,,1.75231,1.75231,
2024-10-04,SD,202439,202320,71,47,8356,30,,,,,,,0.56247,0.56247,
2024-10-04,TN,202439,202320,71,625,35704,101,,,,,,,1.7505,1.7505,
2024-10-04,TX,202439,202320,71,1165,44009,57,,,,,,,2.64719,2.64719,
2024-10-04,UT,202439,202320,71,339,19016,48,,,,,,,1.78271,1.78271,
2024-10-04,VA,202439,202320,71,2410,111473,174,,,,,,,2.16196,2.16196,
2024-10-04,VT,202439,202320,71,26,5624,12,,,,,,,0.462304,0.462304,
2024-10-04,WA,202439,202320,71,492,46732,71,,,,,,,1.05281,1.05281,
2024-10-04,WI,202439,202320,71,170,21028,34,,,,,,,0.808446,0.808446,
2024-10-04,WV,202439,202320,71,124,10946,43,,,,,,,1.13283,1.13283,
2024-10-04,WY,202439,202320,71,7,1953,11,,,,,,,0.358423,0.358423,
2024-10-04,AK,202439,202321,70,71,4087,12,,,,,,,1.73722,1.73722,
2024-10-04,AL,202439,202321,70,622,43221,103,,,,,,,1.43912,1.43912,
2024-10-04,AR,202439,202321,70,167,14798,44,,,,,,,1.12853,1.12853,
2024-10-04,AZ,202439,202321,70,282,21942,44,,,,,,,1.28521,1.28521,
2024-10-04,CA,202439,202321,70,8133,280464,198,,,,,,,2.89984,2.89984,
2024-10-04,CEN1,202439,202321,70,1762,160232,254,353.0,675.0,,392.0,162.0,180.0,0.997473,1.09966,NEW_ENGLAND
2024-10-04,CEN2,202439,202321,70,6772,263092,356,1541.0,2500.0,,1771.0,553.0,407.0,2.11216,2.574,MID_ATLANTIC
2024-10-04,CEN3,202439,202321,70,2980,269255,533,856.0,1102.0,,584.0,218.0,220.0,1.19228,1.10676,EAST_NORTH_CENTRAL
2024-10-04,CEN4,202439,202321,70,1200,109488,277,359.0,459.0,,230.0,68.0,84.0,1.04663,1.09601,WEST_NORTH_CENTRAL
2024-10-04,CEN5,202439,202321,70,13745,629092,936,3379.0,5504.0,,2960.0,990.0,912.0,2.09273,2.1849,SOUTH_ATLANTIC
2024-10-04,CEN6,202439,202321,70,1789,118354,303,541.0,631.0,,381.0,118.0,118.0,1.56658,1.51157,EAST_SOUTH_CENTRAL
2024-10-04,CEN7,202439,202321,70,1558,105344,205,476.0,557.0,,340.0,92.0,93.0,2.13124,1.47896,WEST_SOUTH_CENTRAL
2024-10-04,CEN8,202439,202321,70,2256,147288,323,571.0,825.0,,455.0,197.0,208.0,1.38551,1.53169,MOUNTAIN
2024-10-04,CEN9,202439,202321,70,9454,366953,331,1313.0,2358.0,,3273.0,1242.0,1268.0,2.42917,2.57635,PACIFIC
2024-10-04,CO,202439,202321,70,971,49766,98,,,,,,,1.95113,1.95113,
